月份,固定资产投资完成额_累计值,固定资产投资完成额_累计增长,建筑安装工程固定资产投资完成额_累计值,建筑安装工程固定资产投资完成额_累计增长,设备工器具购置固定资产投资完成额_累计值,设备工器具购置固定资产投资完成额_累计增长,其他费用固定资产投资完成额_累计值,其他费用固定资产投资完成额_累计增长,地区
201511,42541.987,14.1,27254.3212,11.2,11779.1978,25.6,3508.468,3.8,山东省
201512,47381.4559,13.9,29558.2334,8.8,13996.8464,31.6,3826.3761,0.9,山东省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201602,2743.008,10.6,1958.7202,13.2,525.5091,-5.9,258.7787,35.0,山东省
201603,7407.6957,10.6,5183.2228,12.9,1596.3305,2.2,628.1424,15.5,山东省
201604,11771.5768,10.8,8172.2695,13.6,2635.0993,3.6,964.208,8.4,山东省
201605,16808.7852,10.7,11635.5513,13.5,3756.4568,3.2,1416.7771,9.4,山东省
201606,22311.3078,10.6,15375.8284,13.6,5049.2851,3.6,1886.1943,7.2,山东省
201607,27823.3823,10.5,19004.5545,13.3,6555.4646,5.4,2263.3632,3.2,山东省
201608,32258.4023,10.6,21981.6632,14.0,7743.705,5.7,2533.0341,-0.7,山东省
201609,36860.7787,10.7,24926.6936999999,13.7,9059.3467,6.2,2874.73829999999,0.9,山东省
201610,42147.5113,10.5,28239.8419,12.8,10711.7292,8.1,3195.9402,-0.2,山东省
201611,47029.4773,10.5,31071.4913,14.0,12467.4615,5.8,3490.5245,-0.5,山东省
201612,52364.4936,10.5,33121.7466,12.1,15449.1053,10.4,3793.6417,-0.9,山东省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201702,3009.6052,9.7,2194.2491,12.0,630.5958,20.0,184.7603,-28.6,山东省
201703,8127.8599,9.7,5775.3393,11.4,1802.9513,12.9,549.5693,-12.5,山东省
201704,12901.789,9.6,9060.646,10.9,2893.1743,9.8,947.9687,-1.7,山东省
201705,18426.4498,9.6,12816.1496,10.1,4225.3198,12.5,1384.9804,-2.2,山东省
201706,24485.4747,9.7,16873.4085,9.7,5652.1534,11.9,1959.9128,3.9,山东省
201707,30350.5682,9.1,20851.3459,9.7,7077.8382,8.0,2421.3841,7.0,山东省
201708,34979.7795,8.4,24022.204,9.3,8147.0245,5.2,2810.551,11.0,山东省
201709,39797.7667,8.0,27324.3525,9.6,9269.6799,2.3,3203.7343,11.4,山东省
201710,45446.7378,7.8,31153.5273,10.3,10679.4817,-0.3,3613.7288,13.1,山东省
201711,49982.0696,7.4,34110.341,11.1,11898.2198,-3.6,3973.5088,14.4,山东省
201712,54236.0344,7.3,36739.0245,14.9,13266.4943,-10.8,4230.5156,14.3,山东省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201802,0.0,6.9,0.0,6.3,0.0,-6.8,0.0,58.8,山东省
201803,0.0,6.6,0.0,5.1,0.0,-4.0,0.0,52.4,山东省
201804,0.0,6.5,0.0,6.5,0.0,-4.3,0.0,34.2,山东省
201805,0.0,6.2,0.0,7.4,0.0,-8.1,0.0,31.7,山东省
201806,0.0,6.1,0.0,8.1,0.0,-8.7,0.0,23.6,山东省
201807,0.0,6.1,0.0,8.2,0.0,-8.3,0.0,22.1,山东省
201808,0.0,5.9,0.0,8.2,0.0,-8.8,0.0,21.1,山东省
201809,0.0,5.8,0.0,8.0,0.0,-8.0,0.0,17.7,山东省
201810,0.0,5.5,0.0,7.3,0.0,-8.3,0.0,20.6,山东省
201811,0.0,5.0,0.0,6.9,0.0,-9.9,0.0,22.4,山东省
201812,0.0,4.1,0.0,6.0,0.0,-12.2,0.0,23.3,山东省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
200802,375.3224,32.3,258.5398,37.0,83.1246,39.3,33.658,-4.6,河南省
200803,943.05,32.9,633.761,36.0,208.8984,34.7,100.3906,13.4,河南省
200804,1644.2135,33.2,1087.0389,34.2,377.7766,33.6,179.398,26.4,河南省
200805,2430.9653,33.1,1586.6417,31.8,584.1792,36.7,260.1444,33.2,河南省
200806,3477.8192,33.1,2230.6863,31.3,891.5538,37.9,355.5791,33.4,河南省
200807,4252.6632,33.5,2710.2661,30.6,1111.573,39.8,430.8241,37.3,河南省
200808,5024.2211,33.6,3205.7473,31.1,1328.9617,39.4,489.5121,34.4,河南省
200809,5819.5942,33.4,3691.6106,30.4,1575.2607,40.8,552.7229,34.2,河南省
200810,6479.6792,33.2,4141.2111,31.4,1734.5193,38.5,603.9488,31.5,河南省
200811,7488.7216,32.2,4752.9201,29.5,2045.9963,39.7,689.8052,30.4,河南省
200812,8700.1119,31.6,5465.2451,26.9,2406.8273,42.1,828.0395,36.1,河南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
200902,478.44,27.5,314.77,21.7,120.52,45.0,43.15,28.2,河南省
200903,1220.8573,29.5,790.7893,24.8,307.2429,47.1,122.8251,22.3,河南省
200904,2183.3119,32.8,1411.1766,29.8,553.4317,46.5,218.7036,21.9,河南省
200905,3253.7273,33.8,2120.294,33.6,825.2847,41.3,308.1486,18.5,河南省
200906,4691.5219,34.9,3006.6896,34.8,1246.56,39.8,438.2723,23.3,河南省
200907,5675.8189,33.5,3632.0266,34.0,1521.5164,36.9,522.2759,21.2,河南省
200908,6684.8714,33.1,4286.9355,33.7,1801.245,35.5,596.6909,21.9,河南省
200909,7742.7907,33.0,4947.5349,34.0,2083.8036,32.3,711.4522,28.7,河南省
200910,8650.7084,33.5,5549.789,34.0,2304.1489,32.8,796.7705,31.9,河南省
200911,9997.2451,33.5,6380.4557,34.2,2690.7548,31.5,926.0346,34.2,河南省
200912,11455.0086,31.3,7243.6469,32.3,3146.0882,30.7,1065.2735,26.9,河南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201002,612.7994,28.1,423.6279,34.6,135.9493,12.8,53.2222,23.4,河南省
201003,1534.205,25.7,1019.073,28.9,358.9516,16.8,156.1804,27.2,河南省
201004,2742.7534,25.6,1767.5567,25.3,676.3402,22.2,298.8565,36.6,河南省
201005,4035.887,24.0,2553.5547,20.4,1026.981,24.4,455.3513,47.8,河南省
201006,5740.0031,22.3,3589.7295,19.4,1492.7998,19.8,657.4738,50.0,河南省
201007,6830.2588,20.3,4252.0961,17.1,1791.238,17.7,786.9247,50.7,河南省
201008,8048.3657,20.4,5023.6647,17.2,2108.2166,17.0,916.4844,53.6,河南省
201009,9339.4857,20.6,5774.6276,16.7,2495.0903,19.7,1069.7678,50.4,河南省
201010,10465.1997,21.0,6452.7311,16.3,2814.8371,22.2,1197.6315,50.3,河南省
201011,12131.0461,21.3,7455.87,16.9,3293.1887,22.4,1381.9874,49.2,河南省
201012,13934.8207,21.6,8302.2033,14.6,3918.5918,24.6,1714.0256,60.9,河南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201102,785.8098,27.3,522.2388,21.2,185.9822,42.5,77.5888,39.0,河南省
201103,1966.7301,27.9,1269.669,22.9,463.3121,34.8,233.749,45.3,河南省
201104,3470.9336,29.0,2188.9885,24.1,861.9101,37.2,420.035,40.8,河南省
201105,5187.378,29.8,3237.7734,25.6,1343.0175,39.8,606.5871,32.0,河南省
201106,7110.9912,30.0,4369.423,24.8,1851.4991,37.9,890.0691,38.0,河南省
201107,8579.9182,30.0,5282.8139,26.2,2232.9237,36.9,1064.1806,36.4,河南省
201108,10039.5651,29.0,6254.9584,26.5,2577.9491,33.7,1206.6576,32.8,河南省
201109,11649.6964,28.9,7200.8662,26.5,2992.6738,31.4,1456.1564,36.6,河南省
201110,13169.3366,28.6,8160.7172,27.0,3380.0121,29.7,1628.6073,35.2,河南省
201111,14893.8495,27.3,9173.3518,25.5,3837.239,27.3,1883.2587,37.5,河南省
201112,16932.1481,26.9,10409.1131,28.6,4438.5927,24.4,2084.4423,24.6,河南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201202,1001.1345,27.4,670.4377,28.4,220.3592,18.5,110.3376,42.2,河南省
201203,2469.2696,25.6,1589.1136,25.2,561.1934,21.1,318.9626,36.5,河南省
201204,4326.7881,24.7,2724.4504,24.5,1045.0825,21.3,557.2552,32.7,河南省
201205,6425.6616,23.9,3980.3978,22.9,1631.9816,21.5,813.2822,34.1,河南省
201206,8792.1154,23.6,5357.3681,22.6,2293.48,23.9,1141.2673,28.2,河南省
201207,10590.9941,23.4,6456.4593,22.2,2772.6237,24.2,1361.9111,28.0,河南省
201208,12375.4812,23.3,7514.9898,20.1,3278.7485,27.2,1581.7429,31.1,河南省
201209,14398.5305,23.6,8702.4613,20.9,3860.3613,29.0,1835.7079,26.1,河南省
201210,16287.4279,23.7,9863.2519,20.9,4427.8058,31.0,1996.3702,22.6,河南省
201211,18442.5576,23.8,11125.0886,21.3,5059.7358,31.9,2257.7332,19.9,河南省
201212,20870.1632,23.2,12419.0522,19.2,5831.1451,31.4,2619.9659,26.0,河南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201302,1244.5723,24.3,838.4339,25.1,292.5815,32.8,113.5569,2.9,河南省
201303,3062.6723,24.0,1992.4097,25.4,751.1354,33.8,319.1272,0.1,河南省
201304,5368.8605,24.1,3436.7043,26.1,1375.9248,31.7,556.2314,-0.2,河南省
201305,7952.7264,23.8,5024.2351,26.2,2110.6981,29.3,817.7932,0.6,河南省
201306,10858.5712,23.5,6765.0857,26.3,2931.5709,27.8,1161.9146,1.8,河南省
201307,13064.3188,23.5,8103.2179,25.5,3529.4392,27.3,1431.6617,5.1,河南省
201308,15290.8069,23.6,9470.8258,26.0,4158.5847,26.8,1661.3964,5.0,河南省
201309,17776.2354,23.5,10909.6473,25.4,4913.7427,27.3,1952.8454,6.4,河南省
201310,20099.3671,23.4,12297.3772,24.7,5590.297,26.3,2211.6929,10.8,河南省
201311,22734.0163,23.3,13838.9623,24.4,6391.1562,26.3,2503.8978,10.9,河南省
201312,25321.5191,23.2,15289.4714,24.9,7217.6503,26.2,2814.3974,8.3,河南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201402,1526.8743,22.7,1019.2772,21.6,389.8318,33.2,117.7653,3.7,河南省
201403,3720.6337,21.5,2386.6293,19.8,968.2199,28.9,365.7845,14.6,河南省
201404,6516.7934,21.4,4154.4514,20.9,1748.0455,27.0,614.2965,10.4,河南省
201405,9633.1131,21.1,6088.8381,21.2,2611.1075,23.7,933.1675,14.1,河南省
201406,13154.0564,21.1,8142.3291,20.4,3632.4003,23.9,1379.327,18.7,河南省
201407,15793.9328,20.9,9813.4271,21.1,4327.5331,22.6,1652.9726,15.5,河南省
201408,18394.444,20.3,11496.7466,21.4,5007.4541,20.4,1890.2433,13.8,河南省
201409,21284.592,19.7,13340.0715,22.3,5754.054,17.1,2190.4665,12.2,河南省
201410,23988.3726,19.3,15052.7641,22.4,6470.9724,15.8,2464.6361,11.4,河南省
201411,27082.8485,19.1,16965.8742,22.6,7330.9625,14.7,2786.0118,11.3,河南省
201412,30012.2847,19.2,18955.9591,24.6,7994.8911,11.2,3061.4345,9.9,河南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201502,1769.4002,15.9,1260.3501,23.7,376.5428,-3.4,132.5073,12.5,河南省
201503,4326.6486,16.3,2932.0627,22.9,983.2859,1.6,411.3,12.4,河南省
201504,7538.186,15.7,5004.0032,20.4,1785.6599,2.2,748.5229,21.9,河南省
201505,11131.5244,15.6,7244.3188,19.0,2726.0586,4.4,1161.147,24.4,河南省
201506,15221.83,15.7,9795.7535,20.3,3765.4857,3.7,1660.5908,20.4,河南省
201507,18280.7999,15.7,11706.7425,19.3,4599.9874,6.3,1974.07,19.4,河南省
201508,21264.4165,15.6,13578.7075,18.1,5405.7605,8.0,2279.9485,20.6,河南省
201509,24613.4365,15.6,15759.5203,18.1,6238.1612,8.4,2615.755,19.4,河南省
201510,27791.6209,15.9,17842.1432,18.5,7052.8551,9.0,2896.6226,17.5,河南省
201511,31463.5127,16.2,20114.5738,18.6,8113.0303,10.7,3235.9086,16.1,河南省
201512,34951.283,16.5,22271.3794,17.5,9126.1685,14.2,3553.7351,16.1,河南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201602,2004.7873,13.3,1460.4583,15.9,356.8954,-5.2,187.4336,41.5,河南省
201603,4910.4529,13.5,3447.2922,17.6,988.8138,0.6,474.3469,15.3,河南省
201604,8562.4869,13.6,5882.3811,17.6,1831.6088,2.6,848.497,13.4,河南省
201605,12558.3517,12.8,8597.6671,18.7,2769.6175,1.6,1191.0671,2.6,河南省
201606,17137.413,12.6,11727.0677,19.7,3799.6192,0.9,1610.7261,-3.0,河南省
201607,20621.4593,12.8,14163.5697,21.0,4564.1081,-0.8,1893.7815,-4.1,河南省
201608,23983.7622,12.8,16524.8975,21.7,5281.6929,-2.3,2177.1718,-4.5,河南省
201609,27822.7309999999,13.0,19136.491,21.4,6160.8905,-1.2,2525.3495,-3.5,河南省
201610,31496.9321,13.3,21650.7948,21.3,6996.8592,-0.8,2849.2781,-1.6,河南省
201611,35671.704,13.4,24507.5146,21.8,7952.0896,-2.0,3212.0998,-0.7,河南省
201612,39753.9281,13.7,27120.8603,21.8,8953.8136,-1.9,3679.2542,3.5,河南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201702,2257.0388,12.6,1652.4632,13.1,433.9255,21.6,170.6501,-9.0,河南省
201703,5505.4332,12.1,3968.4707,15.1,1109.2468,12.2,427.7157,-9.8,河南省
201704,9454.976,10.4,6781.9366,15.3,1938.1754,5.8,734.864,-13.4,河南省
201705,13890.7791,10.6,9898.994,15.1,2916.2566,5.3,1075.5285,-9.7,河南省
201706,18999.2755,10.9,13535.8831,15.4,3918.3613,3.1,1545.0311,-4.1,河南省
201707,22799.9458,10.6,15935.2957,12.5,4960.1851,8.7,1904.465,0.6,河南省
201708,26585.1471,10.8,18609.7154,12.6,5721.735,8.3,2253.6967,3.5,河南省
201709,30823.1588,10.8,21481.8064,12.3,6700.3911,8.8,2640.9613,4.6,河南省
201710,34905.8293,10.8,24272.3559,12.1,7583.1433,8.4,3050.3301,7.1,河南省
201711,39457.7729,10.6,27320.2699,11.5,8614.0272,8.3,3523.4758,9.7,河南省
201712,43890.3572,10.4,30119.0807,11.1,9643.2322,7.7,4128.0443,12.2,河南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201802,0.0,9.8,0.0,9.3,0.0,7.1,0.0,21.9,河南省
201803,0.0,9.5,0.0,8.0,0.0,6.1,0.0,31.7,河南省
201804,0.0,9.4,0.0,7.5,0.0,8.0,0.0,30.1,河南省
201805,0.0,9.3,0.0,8.2,0.0,6.4,0.0,27.3,河南省
201806,0.0,9.3,0.0,9.0,0.0,13.2,0.0,21.2,河南省
201807,0.0,9.0,0.0,8.9,0.0,5.1,0.0,16.4,河南省
201808,0.0,8.5,0.0,9.0,0.0,4.4,0.0,10.8,河南省
201809,0.0,8.3,0.0,8.1,0.0,8.4,0.0,10.3,河南省
201810,0.0,8.2,0.0,8.7,0.0,8.0,0.0,5.1,河南省
201811,0.0,8.2,0.0,8.4,0.0,9.5,0.0,4.9,河南省
201812,0.0,8.1,0.0,9.5,0.0,7.6,0.0,0.3,河南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
200802,240.1836,12.2,145.2267,7.2,57.218,16.1,37.7389,29.0,湖北省
200803,735.8724,33.8,426.074,23.7,154.477,37.6,155.3214,66.6,湖北省
200804,1119.834,31.6,655.8185,24.6,234.6226,31.6,229.3929,56.3,湖北省
200805,1567.9988,31.2,938.4571,24.6,329.0536,31.2,300.4881,57.6,湖北省
200806,2282.9396,31.6,1375.6953,24.9,516.6917,42.9,390.5526,43.7,湖北省
200807,2709.9736,31.2,1626.9363,25.7,611.8223,46.2,471.215,33.4,湖北省
200808,3102.7735,31.8,1871.9684,26.1,698.0052,48.3,532.7999,33.5,湖北省
200809,3616.4336,32.7,2183.9346,27.0,836.1341,53.2,596.3649,29.8,湖北省
200810,4028.9852,32.8,2434.3742,27.3,917.7386,52.8,676.8724,30.1,湖北省
200811,4478.2299,33.5,2703.5263,28.6,1025.5736,51.7,749.13,30.0,湖北省
200812,5133.3072,30.7,3079.4833,30.4,1161.4533,37.4,892.3706,23.7,湖北省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
200902,323.53,34.7,205.24,41.3,62.57,9.4,55.71,47.6,湖北省
200903,980.892,33.3,621.6364,45.9,208.9293,35.2,150.3263,-3.2,湖北省
200904,1523.9556,36.1,973.8831,48.5,330.7443,41.0,219.3282,-4.4,湖北省
200905,2141.5658,36.6,1364.9156,45.4,457.4529,39.0,319.1973,6.2,湖北省
200906,3146.8336,37.8,1974.7665,43.5,683.4058,32.3,488.6613,25.1,湖北省
200907,3697.8366,36.5,2309.2602,41.9,796.3843,30.2,592.1921,25.7,湖北省
200908,4238.5615,36.6,2671.5163,42.7,895.7107,28.3,671.3345,26.0,湖北省
200909,4940.8016,36.6,3076.0252,40.8,1036.0098,23.9,828.7666,39.0,湖北省
200910,5497.4717,36.4,3422.72,40.6,1160.3546,26.4,914.3971,35.1,湖北省
200911,6159.5189,37.5,3800.0502,40.6,1336.2722,30.3,1023.1965,36.6,湖北省
200912,7183.6818,39.5,4334.0336,39.6,1572.6323,34.6,1277.0159,45.6,湖北省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201002,436.4772,34.9,284.7259,38.7,91.6644,46.5,60.0869,7.9,湖北省
201003,1327.319,35.3,806.6066,29.8,273.3583,30.8,247.3541,64.5,湖北省
201004,2082.6957,36.7,1262.802,29.7,446.1175,34.9,373.7762,70.4,湖北省
201005,2914.6695,36.1,1769.3574,29.6,633.1365,38.4,512.1756,60.5,湖北省
201006,4280.8848,36.0,2555.0447,29.4,931.0672,36.2,794.7729,62.6,湖北省
201007,4984.5995,34.8,3007.587,30.2,1086.7712,36.5,890.2413,50.3,湖北省
201008,5700.8412,34.5,3464.7326,29.7,1242.3738,38.7,993.7348,48.0,湖北省
201009,6619.4571,34.0,4029.9747,31.0,1415.5387,36.6,1173.9437,41.6,湖北省
201010,7304.2626,32.9,4448.6555,30.0,1546.5858,33.3,1309.0213,43.2,湖北省
201011,8125.6631,31.9,4941.2867,30.0,1754.7878,31.3,1429.5886,39.7,湖北省
201012,9405.6302,30.9,5709.6391,31.7,2079.6038,32.2,1616.3873,26.6,湖北省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201102,572.5181,33.3,392.3203,38.8,110.1391,25.5,70.0587,18.9,湖北省
201103,1753.167,33.2,1126.231,39.8,371.1701,40.8,255.7659,3.5,湖北省
201104,2731.6928,32.2,1731.3576,37.0,571.0536,33.0,429.2816,14.8,湖北省
201105,3851.5879,33.1,2424.296,37.2,841.8658,37.4,585.4261,14.1,湖北省
201106,5614.157,32.0,3480.3935,36.4,1264.1196,40.0,869.6439,8.7,湖北省
201107,6509.8512,31.5,4030.6214,34.3,1457.2987,38.3,1021.9311,14.1,湖北省
201108,7429.3312,31.0,4560.2188,31.8,1639.2838,35.5,1229.8286,22.7,湖北省
201109,8588.7852,30.5,5245.1234,30.5,1892.2265,37.3,1451.4353,22.6,湖北省
201110,9474.0254,30.3,5793.3425,30.4,2086.7018,38.4,1593.9811,20.7,湖北省
201111,10529.0343,30.0,6492.36,31.7,2310.9564,35.0,1725.7179,18.2,湖北省
201112,12223.7075,30.6,7547.1763,32.8,2662.4361,30.2,2014.0951,23.3,湖北省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201202,754.2969,31.8,539.8622,37.6,130.1392,18.2,84.2955,20.3,湖北省
201203,2282.6035,30.2,1488.8029,32.2,453.0437,22.1,340.7569,33.2,湖北省
201204,3479.3443,27.4,2294.9443,32.6,665.7487,16.6,518.6513,20.8,湖北省
201205,4861.0963,26.2,3240.7463,33.7,886.6498,5.3,733.7002,25.3,湖北省
201206,7107.419,26.6,4697.6853,35.0,1304.6301,3.2,1105.1036,27.1,湖北省
201207,8136.4048,25.8,5373.3135,33.3,1496.5156,2.7,1266.5757,23.9,湖北省
201208,9308.8577,27.2,6158.0421,35.0,1713.2604,4.5,1437.5552,16.9,湖北省
201209,10762.3279,27.0,7148.9511,36.3,1970.0522,4.1,1643.3246,13.2,湖北省
201210,11860.963,27.4,7917.4446,36.7,2147.3729,2.9,1796.1455,12.7,湖北省
201211,13192.6546,27.4,8834.5746,36.1,2417.8819,4.6,1940.1981,12.4,湖北省
201212,15162.2059,27.9,10145.4532,34.8,2831.5741,6.5,2185.1786,8.7,湖北省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201302,965.3307,28.0,757.0696,40.2,126.0169,-3.2,82.2442,-2.4,湖北省
201303,2887.9793,26.5,2024.1497,36.0,496.2816,9.5,367.548,7.9,湖北省
201304,4356.7622,25.2,3053.1221,33.0,762.3006,14.5,541.3395,4.4,湖北省
201305,6059.6795,24.7,4231.6815,30.6,1065.4072,20.2,762.5908,3.9,湖北省
201306,8812.7608,24.7,6077.2591,29.4,1555.6461,19.2,1179.8556,6.8,湖北省
201307,10130.2522,24.5,6989.3712,30.1,1770.1648,18.3,1370.7162,8.2,湖北省
201308,11577.6653,24.4,7989.3573,29.7,2050.0955,19.7,1538.2125,7.0,湖北省
201309,13385.7424,24.4,9257.7113,29.5,2382.1556,20.9,1745.8755,6.2,湖北省
201310,14745.4317,24.3,10182.4126,28.6,2643.0542,23.1,1919.9649,6.9,湖北省
201311,16387.9688,24.2,11274.8089,27.6,2987.0685,23.5,2126.0914,9.6,湖北省
201312,18796.8523,24.1,12927.2736,27.5,3432.0675,21.5,2437.5112,11.6,湖北省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201402,1180.5994,22.3,917.8379,21.2,163.2055,29.5,99.556,21.0,湖北省
201403,3502.9336,21.3,2609.8222,28.9,539.7221,8.8,353.3893,-3.9,湖北省
201404,5294.1355,21.5,3928.3334,28.7,823.6648,8.0,542.1373,0.1,湖北省
201405,7324.3795,20.9,5385.5632,27.3,1166.4796,9.5,772.3367,1.3,湖北省
201406,10660.6174,21.0,7816.8068,28.6,1675.38,7.7,1168.4306,-1.0,湖北省
201407,12240.0618,20.8,8999.5305,28.8,1914.948,8.2,1325.5833,-3.3,湖北省
201408,13939.5884,20.4,10235.9901,28.1,2192.1543,6.9,1511.444,-1.7,湖北省
201409,16037.0354,19.8,11804.0659,27.5,2503.5628,5.1,1729.4067,-0.9,湖北省
201410,17627.4336,19.5,12930.6492,27.0,2771.9448,4.9,1924.8396,0.3,湖北省
201411,19551.744,19.3,14372.9931,27.5,3097.9682,3.7,2080.7827,-2.1,湖北省
201412,22491.6718,19.3,16420.3913,27.0,3731.2126,8.7,2340.0679,-4.0,湖北省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201502,1406.0125,19.1,1149.0396,25.2,156.1727,-4.3,100.8002,1.2,湖北省
201503,4165.5645,18.9,3230.4813,23.8,565.189,4.7,369.8942,4.7,湖北省
201504,6284.0756,18.7,4842.0745,23.3,898.3398,9.1,543.6613,0.3,湖北省
201505,8576.9551,17.1,6579.206,22.2,1252.8072,7.4,744.9419,-3.5,湖北省
201506,12471.7309,17.0,9473.3838,21.2,1832.8134,9.4,1165.5337,-0.2,湖北省
201507,14292.479,16.8,10842.8754,20.5,2102.3574,9.8,1347.2462,1.6,湖北省
201508,16197.9476,16.2,12280.5193,20.0,2397.975,9.4,1519.4533,0.5,湖北省
201509,18639.62,16.2,14108.7556,19.5,2825.412,12.9,1705.4524,-1.4,湖北省
201510,20488.8416,16.2,15532.7044,20.1,3086.7938,11.4,1869.3434,-2.9,湖北省
201511,22734.813,16.3,17185.7844,19.6,3465.8934,11.9,2083.1352,0.1,湖北省
201512,26086.4157,16.2,19669.8385,20.1,4060.2227,9.1,2356.3545,0.6,湖北省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201602,1594.9292,13.4,1293.4655,12.6,156.9198,0.5,144.5439,43.4,湖北省
201603,4731.1617,13.6,3778.8815,17.0,570.8084,1.0,381.4718,3.1,湖北省
201604,7149.5773,13.8,5687.4583,17.5,875.4477,-2.5,586.6713,7.9,湖北省
201605,9751.7379,13.7,7753.3004,17.8,1199.2501,-4.3,799.1874,7.3,湖北省
201606,14135.4228,13.3,11152.8282,17.7,1825.9076,-0.4,1156.687,-0.8,湖北省
201607,16184.6239,13.2,12801.7878,18.1,2029.8248,-3.5,1353.0113,0.4,湖北省
201608,18352.2115,13.3,14505.5668,18.1,2298.2324,-4.2,1548.4123,1.9,湖北省
201609,21133.2289999999,13.4,16620.4982,17.8,2721.8694,-3.7,1790.8614,5.0,湖北省
201610,23251.3923,13.5,18241.542,17.4,3027.8724,-1.9,1981.9779,6.0,湖北省
201611,25773.8335,13.4,20127.717,17.1,3416.84,-1.4,2229.2765,7.0,湖北省
201612,29503.8751,13.1,22876.5797,16.3,4124.2122,1.6,2503.0832,6.2,湖北省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201702,1788.5806,12.1,1470.954,13.7,197.2449,25.7,120.3817,-16.7,湖北省
201703,5310.1417,12.2,4100.5838,8.5,771.1808,35.1,438.3771,14.9,湖北省
201704,8049.9381,12.6,6195.2925,8.9,1165.6603,33.2,688.9853,17.4,湖北省
201705,11002.6475,12.8,8410.9545,8.5,1617.3135,34.9,974.3795,21.9,湖北省
201706,15976.0589,13.0,12038.7016,7.9,2441.3515,33.7,1496.0058,29.3,湖北省
201707,18263.5182,12.8,13691.4607,6.9,2834.017,39.6,1738.0405,28.5,湖北省
201708,20662.7901,12.6,15512.1066,6.9,3128.9751,36.1,2021.7084,30.6,湖北省
201709,23668.1312,12.0,17774.3068,6.9,3565.0965,31.0,2328.7279,30.0,湖北省
201710,25932.0039,11.5,19380.0533,6.2,3894.3184,28.6,2657.6322,34.1,湖北省
201711,28624.3539,11.1,21404.9115,6.3,4273.5165,25.1,2945.9259,32.1,湖北省
201712,31872.5708,11.0,23772.9815,6.8,4891.015,21.8,3208.5743,31.3,湖北省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201802,0.0,10.8,0.0,3.7,0.0,37.1,0.0,56.9,湖北省
201803,0.0,10.8,0.0,7.4,0.0,16.8,0.0,32.4,湖北省
201804,0.0,10.5,0.0,7.3,0.0,17.1,0.0,28.8,湖北省
201805,0.0,10.3,0.0,8.2,0.0,14.8,0.0,21.8,湖北省
201806,0.0,10.5,0.0,8.4,0.0,12.7,0.0,23.4,湖北省
201807,0.0,10.7,0.0,9.2,0.0,11.0,0.0,21.8,湖北省
201808,0.0,10.7,0.0,9.3,0.0,12.0,0.0,18.9,湖北省
201809,0.0,10.9,0.0,9.5,0.0,14.3,0.0,16.7,湖北省
201810,0.0,10.9,0.0,10.1,0.0,13.1,0.0,13.8,湖北省
201811,0.0,10.9,0.0,9.8,0.0,15.7,0.0,12.6,湖北省
201812,0.0,11.0,0.0,9.5,0.0,16.2,0.0,15.1,湖北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200802,258.1846,22.3,177.7408,17.2,39.9605,62.7,40.4833,16.1,湖南省
200803,590.7329,26.1,395.2243,32.0,95.0523,33.2,100.4563,2.7,湖南省
200804,928.3638,26.7,621.1463,33.0,158.868,31.5,148.3495,2.5,湖南省
200805,1327.163,28.1,881.3165,33.4,237.0422,38.2,208.8043,2.5,湖南省
