月份,商业营业用房施工面积_累计值,商业营业用房施工面积_累计增长,商业营业用房新开工施工面积_累计值,商业营业用房新开工施工面积_累计增长,商业营业用房竣工面积_累计值,商业营业用房竣工面积_累计增长,地区
201512,2556.1794,32.1,685.9677,42.1,158.908,-13.4,陕西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201602,2289.3039,35.4,30.3548,-53.0,36.6038,100.6,陕西省
201603,2310.0945,33.8,47.3009,-54.1,50.0792,107.0,陕西省
201604,2334.6582,28.2,69.9534,-57.2,56.125,83.5,陕西省
201605,2373.0029,24.4,104.3913,-54.0,80.2485,128.1,陕西省
201606,2493.3553,26.2,203.7372,-29.5,88.5945,105.8,陕西省
201607,2599.5432,28.2,302.6264,-10.0,95.4072,98.8,陕西省
201608,2717.1747,31.8,416.3796,12.7,111.7116,113.7,陕西省
201609,2851.3502,25.6,530.6022,12.4,113.0557,78.8,陕西省
201610,2906.4113,24.1,579.6436,9.1,121.3598,41.6,陕西省
201611,2956.5459,20.5,633.9034,4.6,156.8065,69.0,陕西省
201612,3010.3791,17.8,683.8372,-0.3,307.9757,93.8,陕西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201702,2671.356,16.7,53.5844,76.5,63.7148,74.1,陕西省
201703,2682.4001,16.1,98.7458,108.8,73.6109,47.0,陕西省
201704,2743.7487,17.5,146.5607,109.5,91.5557,63.1,陕西省
201705,2780.5071,17.2,186.4698,78.6,101.326,26.3,陕西省
201706,2838.0998,13.8,244.8185,20.2,113.2142,27.8,陕西省
201707,2884.298,11.0,289.0167,-4.5,122.4571,28.4,陕西省
201708,2937.4426,8.1,332.0423,-20.3,160.303,43.5,陕西省
201709,2957.2367,3.7,351.8292,-33.7,172.8397,52.9,陕西省
201710,3001.9926,3.3,395.0234,-31.9,252.4646,108.0,陕西省
201711,3060.5336,3.5,451.2492,-28.8,271.7939,73.3,陕西省
201712,3109.8515,3.3,497.3151,-27.3,298.5826,-3.0,陕西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201802,2558.3188,-4.2,21.6517,-59.6,61.9625,-2.8,陕西省
201803,2589.9866,-3.4,51.3674,-48.0,76.8054,4.3,陕西省
201804,2627.5933,-4.2,85.8001,-41.5,85.723,-6.4,陕西省
201805,2713.3743,-2.4,166.5154,-10.7,96.8314,-4.4,陕西省
201806,2811.5688,-0.9,251.8164,2.9,114.7402,1.3,陕西省
201807,2852.1425,-1.1,298.5617,3.3,115.8567,-5.4,陕西省
201808,2940.7843,0.1,394.8511,18.9,118.9106,-25.8,陕西省
201809,3032.8443,2.6,494.5106,40.6,134.4219,-22.2,陕西省
201810,3074.6049,2.4,530.051,34.2,145.5679,-42.3,陕西省
201811,3122.4192,2.0,576.5131,27.8,161.5866,-40.5,陕西省
201812,3167.7392,1.9,633.6925,27.4,184.0591,-38.4,陕西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200802,22.61,-19.9,1.2,95.7,0.0,0.0,甘肃省
200803,80.98,3.9,7.95,-7.3,1.21,304.3,甘肃省
200804,118.82,3.2,17.45,40.1,1.98,12.5,甘肃省
200805,124.49,-22.7,20.36,-32.3,1.98,-64.0,甘肃省
200806,134.74,-26.1,24.63,-29.5,3.57,-65.8,甘肃省
200807,138.09,-25.5,27.21,-22.1,5.33,-48.9,甘肃省
200808,153.06,-24.0,39.28,-23.4,13.97,-29.6,甘肃省
200809,155.41,-24.2,41.63,-21.6,14.54,-33.7,甘肃省
200810,163.49,-22.1,47.96,-13.4,15.47,-30.1,甘肃省
200811,173.77,-22.2,52.49,-21.5,17.41,-24.5,甘肃省
200812,176.12,-23.8,54.74,-22.3,23.12,-24.5,甘肃省
200901,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200902,32.5,43.7,4.18,248.8,1.33,0.0,甘肃省
200903,116.47,43.8,16.41,106.4,11.14,0.0,甘肃省
200904,145.35,22.3,26.88,54.0,16.81,0.0,甘肃省
200905,163.96,31.7,32.12,57.7,17.83,0.0,甘肃省
200906,189.31,40.5,46.91,90.5,21.61,0.0,甘肃省
200907,194.24,40.7,52.77,93.9,21.61,305.2,甘肃省
200908,206.17,34.7,59.0,50.2,26.67,90.9,甘肃省
200909,217.2,39.8,67.47,62.1,31.69,117.9,甘肃省
200910,228.9,40.0,76.2,58.9,34.15,120.8,甘肃省
200911,235.68,35.6,94.45,79.9,37.87,117.6,甘肃省
200912,255.74,-0.8,99.89,27.5,53.79,18.5,甘肃省
201001,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201002,68.43,39.6,0.33,-81.9,0.83,-37.7,甘肃省
201003,166.27,42.8,47.69,190.7,10.0,-10.2,甘肃省
201004,204.8,40.9,70.25,161.4,14.38,-14.5,甘肃省
201005,223.36,36.2,87.69,173.0,16.41,-8.0,甘肃省
201006,273.66,44.6,126.73,170.2,20.56,-4.9,甘肃省
201007,275.44,41.8,126.97,140.6,41.04,89.9,甘肃省
201008,292.33,41.8,136.67,131.7,46.08,72.8,甘肃省
201009,312.52,43.9,151.5,124.5,47.43,49.7,甘肃省
201010,316.0698,38.1,153.1006,100.9,49.4567,44.8,甘肃省
201011,329.7956,39.9,159.2035,68.6,51.4921,36.0,甘肃省
201012,332.1526,27.7,160.5169,57.6,60.4178,11.5,甘肃省
201101,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201102,127.7898,86.7,1.6628,406.8,0.62,-25.1,甘肃省
201103,215.1794,29.4,31.9146,-33.1,10.9037,9.0,甘肃省
201104,259.0296,26.5,53.6314,-23.7,12.196,-15.2,甘肃省
201105,307.1972,37.5,88.521,0.9,20.8772,27.2,甘肃省
201106,331.1332,21.0,112.5757,-11.2,25.4993,24.0,甘肃省
201107,355.125,28.9,127.3496,0.3,31.0666,-24.3,甘肃省
201108,358.6048,22.7,126.0548,-7.8,34.2356,-25.7,甘肃省
201109,370.2981,18.5,137.1379,-9.5,45.7354,-3.6,甘肃省
201110,375.6302,18.8,141.5133,-7.6,52.6122,6.4,甘肃省
201111,380.86,15.5,146.3776,-8.1,63.9834,24.3,甘肃省
201112,391.2453,17.8,157.5122,-1.9,82.0323,35.8,甘肃省
201201,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201202,113.7424,-11.0,12.3364,0.0,3.0608,393.7,甘肃省
201203,292.0992,35.7,55.1972,73.0,8.4318,-22.7,甘肃省
201204,365.6713,41.2,95.8247,78.7,10.953,-10.2,甘肃省
201205,403.851,31.5,111.5142,26.0,23.5799,12.9,甘肃省
201206,455.1594,37.5,142.5556,26.6,31.9031,25.1,甘肃省
201207,486.1057,36.9,159.4838,25.2,46.625,50.1,甘肃省
201208,523.8198,46.1,194.5609,54.3,51.7033,51.0,甘肃省
201209,531.1386,43.4,205.4662,49.8,55.8,22.0,甘肃省
201210,564.6527,50.3,233.4091,64.9,78.3501,48.9,甘肃省
201211,573.9004,50.7,241.4536,65.0,79.6279,24.5,甘肃省
201212,632.8247,56.4,251.679,40.5,93.8514,7.2,甘肃省
201301,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201302,468.2977,311.7,41.9808,240.3,19.6241,0.0,甘肃省
201303,530.2205,81.5,83.0392,50.4,26.3066,212.0,甘肃省
201304,577.8716,58.0,104.7045,9.3,30.2741,176.4,甘肃省
201305,632.0687,56.5,149.3736,34.0,31.5044,33.6,甘肃省
201306,672.5817,47.8,186.5475,30.9,36.5019,14.4,甘肃省
201307,695.6299,43.1,207.0717,29.8,40.8025,-12.5,甘肃省
201308,701.8457,34.0,203.311,4.5,45.0168,-12.9,甘肃省
201309,732.0817,37.8,228.8581,11.4,51.4693,-7.8,甘肃省
201310,749.0068,32.6,241.9693,3.7,68.1344,-13.0,甘肃省
201311,797.2448,38.9,286.399,18.6,74.4746,-6.5,甘肃省
201312,819.5927,29.5,300.6849,19.5,97.6193,4.0,甘肃省
201401,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201402,636.3428,35.9,3.477,-91.7,5.9338,-69.8,甘肃省
201403,634.6229,19.7,27.4348,-67.0,12.155,-53.8,甘肃省
201404,677.9146,17.3,68.8497,-34.2,16.3407,-46.0,甘肃省
201405,772.8697,22.3,123.4966,-17.3,27.3219,-13.3,甘肃省
201406,877.4606,30.5,191.5707,2.7,35.1844,-3.6,甘肃省
201407,945.8074,36.0,226.8097,9.5,37.6855,-7.6,甘肃省
201408,997.6183,42.1,261.7929,28.8,46.1686,2.6,甘肃省
201409,1045.3065,42.8,296.8421,29.7,63.7823,23.9,甘肃省
201410,1090.8329,45.6,338.2287,39.8,68.7935,1.0,甘肃省
201411,1117.6075,40.2,360.6368,25.9,79.0287,6.1,甘肃省
201412,1114.7636,36.0,362.7042,20.6,100.2322,2.7,甘肃省
201501,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201502,773.3639,21.5,5.693,63.7,8.5648,44.3,甘肃省
201503,853.2538,34.5,23.0496,-16.0,15.8522,30.4,甘肃省
201504,892.2657,31.6,51.8824,-24.6,19.1918,17.4,甘肃省
201505,966.4355,25.0,92.0322,-25.5,23.9602,-12.3,甘肃省
201506,1036.1371,18.1,142.989,-25.4,27.1806,-22.7,甘肃省
201507,1114.2076,17.8,215.8635,-4.8,34.709,-7.9,甘肃省
201508,1172.7082,17.6,269.1129,2.8,48.0215,4.0,甘肃省
201509,1291.5758,23.6,336.6197,13.4,70.8843,11.1,甘肃省
201510,1330.9141,22.0,379.0434,12.1,75.3449,9.5,甘肃省
201511,1388.7805,24.3,437.1333,21.2,108.1274,36.8,甘肃省
201512,1395.1725,25.2,443.2502,22.2,131.5066,31.2,甘肃省
201601,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201602,1032.5571,33.5,5.5885,-1.8,8.0824,-5.6,甘肃省
201603,1092.1531,28.0,63.8388,177.0,15.5616,-1.8,甘肃省
201604,1143.9787,28.2,114.2751,120.3,21.5705,12.4,甘肃省
201605,1204.7314,24.7,175.4844,90.7,33.1569,38.4,甘肃省
201606,1265.1656,22.1,235.5524,64.7,59.1476,117.6,甘肃省
201607,1299.0388,16.6,274.6303,27.2,67.1475,93.5,甘肃省
201608,1370.2233,16.8,345.7748,28.5,72.9052,51.8,甘肃省
201609,1402.4983,8.6,379.7785,12.8,88.657,25.1,甘肃省
201610,1418.1604,6.6,395.5377,4.4,101.2035,34.3,甘肃省
201611,1449.9738,4.4,427.7117,-2.2,123.5216,14.2,甘肃省
201612,1476.4731,5.8,454.6437,2.6,162.1083,23.3,甘肃省
201701,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201702,1102.7564,6.8,8.5399,52.8,7.2014,-10.9,甘肃省
201703,1131.2042,3.6,32.693,-48.8,13.1469,-15.5,甘肃省
201704,1142.3959,-0.1,47.9613,-58.0,22.1769,2.8,甘肃省
201705,1237.5998,2.7,141.4352,-19.4,32.6197,-1.6,甘肃省
201706,1319.4666,4.3,222.6495,-5.5,34.4081,-41.8,甘肃省
201707,1391.9773,7.2,295.1602,7.5,45.091,-32.8,甘肃省
201708,1454.992,6.2,357.1749,3.3,50.4074,-30.9,甘肃省
201709,1492.1273,6.4,392.8971,3.5,56.9555,-35.8,甘肃省
201710,1553.8905,9.6,437.6162,10.6,63.9631,-36.8,甘肃省
201711,1589.7235,9.6,475.4778,11.2,104.6285,-15.3,甘肃省
201712,1604.9965,8.7,492.5788,8.3,134.5368,-17.0,甘肃省
201801,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201802,1246.9535,13.1,7.796,-8.7,22.3686,210.6,甘肃省
201803,1283.7777,13.5,41.4061,26.7,32.9634,150.7,甘肃省
201804,1311.8657,14.8,69.4941,44.9,36.7454,65.7,甘肃省
201805,1327.0021,7.2,85.4733,-39.6,54.733,67.8,甘肃省
201806,1379.1311,4.5,137.4937,-38.2,66.3912,93.0,甘肃省
201807,1449.758,4.2,207.8525,-29.6,76.0302,68.6,甘肃省
201808,1482.7597,1.9,239.4707,-33.0,79.3944,57.5,甘肃省
201809,1542.4715,3.4,281.6279,-28.3,87.4825,53.6,甘肃省
201810,1608.8816,3.5,347.6727,-20.6,104.8543,63.9,甘肃省
201811,1638.3829,3.1,377.1741,-20.7,110.2331,5.4,甘肃省
201812,1631.9081,1.7,393.8805,-20.0,137.1093,1.9,甘肃省
200801,0.0,0.0,0.0,0.0,0.0,0.0,青海省
200802,0.0,0.0,0.0,0.0,0.0,0.0,青海省
200803,2.44,-76.5,0.0,0.0,0.0,0.0,青海省
200804,30.96,37.9,4.05,48.1,2.84,89.4,青海省
200805,41.95,40.4,10.42,108.9,3.98,73.2,青海省
200806,44.73,16.0,12.0,12.6,3.98,67.3,青海省
200807,48.62,8.0,13.86,-16.3,5.53,53.8,青海省
200808,49.17,8.2,14.66,-14.3,5.64,56.9,青海省
200809,49.99,5.5,15.08,-12.0,6.05,16.3,青海省
200810,52.73,9.2,16.08,-10.9,6.24,19.9,青海省
200811,55.59,15.1,17.19,-4.7,7.04,21.0,青海省
200812,57.14,18.3,18.37,1.8,16.22,-7.2,青海省
200901,0.0,0.0,0.0,0.0,0.0,0.0,青海省
200902,0.0,0.0,0.0,0.0,0.0,0.0,青海省
200903,12.74,-35.4,10.0,0.0,0.27,-88.9,青海省
200904,31.82,2.8,11.94,194.9,0.79,-72.1,青海省
200905,49.5,18.0,17.59,68.8,1.34,-66.3,青海省
200906,66.65,49.0,30.17,151.5,2.25,-43.4,青海省
200907,73.36,50.9,35.68,157.4,2.29,-58.6,青海省
200908,82.43,67.6,41.19,180.9,2.47,-56.2,青海省
200909,83.13,66.3,47.31,213.8,2.47,-59.1,青海省
200910,86.65,64.3,50.82,216.1,5.58,-10.6,青海省
200911,90.9,63.5,57.01,231.6,5.81,-17.5,青海省
200912,91.29,56.9,57.28,194.5,17.28,8.3,青海省
201001,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201002,66.7,46.3,0.0,0.0,0.0,0.0,青海省
201003,91.21,0.0,23.48,134.9,0.48,77.8,青海省
201004,97.68,207.0,30.02,151.4,0.68,-14.5,青海省
201005,106.61,115.4,37.43,112.8,2.98,122.2,青海省
201006,108.03,62.1,40.21,33.3,3.38,50.2,青海省
201007,123.52,68.4,53.92,51.1,4.65,102.9,青海省
201008,135.5,64.4,64.81,57.4,4.71,90.6,青海省
201009,136.23,63.9,65.54,38.5,5.98,141.9,青海省
201010,141.0495,62.8,68.4591,34.7,8.5168,52.7,青海省
201011,142.1106,56.3,68.6091,20.4,13.2783,128.5,青海省
201012,141.9806,55.5,69.3781,21.1,18.1185,1.7,青海省
201101,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201102,124.6484,86.9,0.0,0.0,0.0,0.0,青海省
201103,127.4384,39.7,4.4191,-81.2,0.2609,-45.3,青海省
201104,129.1434,32.2,8.6911,-71.0,0.4573,-32.5,青海省
201105,135.0288,26.7,13.908,-62.8,3.5133,17.8,青海省
201106,139.6688,29.3,17.6175,-56.2,3.668,8.4,青海省
201107,146.3825,18.5,25.2302,-53.2,9.7269,109.2,青海省
201108,155.1405,14.5,34.3882,-46.9,12.1746,158.5,青海省
201109,157.8583,15.9,37.106,-43.4,12.7568,113.3,青海省
201110,163.2611,15.7,42.5088,-37.9,14.5357,70.7,青海省
201111,164.2611,15.6,43.5088,-36.6,35.6489,168.5,青海省
201112,164.4811,15.8,43.7288,-37.1,41.4097,128.5,青海省
201201,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201202,88.6133,-28.9,0.0,0.0,0.0,0.0,青海省
201203,91.7072,-28.0,5.4325,22.9,0.3587,37.5,青海省
201204,121.1463,-6.2,12.8506,47.9,1.5703,243.4,青海省
201205,127.1083,-5.9,21.5344,54.8,2.6056,-25.8,青海省
201206,142.945,2.3,36.2898,106.0,2.948,-19.6,青海省
201207,150.7006,2.9,42.5408,68.6,3.8066,-60.9,青海省
201208,154.1473,-0.6,46.0068,33.8,5.8378,-52.0,青海省
201209,172.0336,9.0,67.3431,81.5,5.9715,-53.2,青海省
201210,201.0029,23.1,90.8975,113.8,8.8723,-39.0,青海省
201211,204.4693,24.5,94.1824,116.5,15.8366,-55.6,青海省
201212,207.668,26.3,97.3811,122.7,23.882,-42.9,青海省
201301,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201302,179.5548,102.6,0.0,0.0,0.13,0.0,青海省
201303,188.1522,105.2,3.6471,-32.9,0.9433,163.0,青海省
201304,221.0388,82.5,34.2469,166.5,6.4283,309.4,青海省
201305,243.9902,92.0,55.2522,156.6,6.9767,167.8,青海省
201306,255.7523,78.9,67.0249,84.7,6.9767,136.7,青海省
201307,268.2816,78.0,80.2542,88.7,8.5789,125.4,青海省
201308,278.7033,80.8,89.7416,95.1,8.9781,53.8,青海省
201309,290.4542,68.8,101.5101,50.7,9.8134,64.3,青海省
201310,294.02,46.3,105.0934,15.6,16.631,87.4,青海省
201311,310.4144,51.8,123.0375,30.6,47.5489,200.2,青海省
201312,311.7529,50.1,123.4069,26.7,52.7768,121.0,青海省
201401,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201402,247.3837,37.8,0.0,0.0,0.0,0.0,青海省
201403,311.3298,65.5,63.1416,0.0,0.7292,-22.7,青海省
201404,325.5143,47.3,72.9482,113.0,4.8199,-25.0,青海省
201405,332.5109,36.3,79.0684,43.1,7.4777,7.2,青海省
201406,356.1995,39.3,85.3527,27.3,16.8723,141.8,青海省
201407,377.3849,40.7,105.1514,31.0,19.3841,126.0,青海省
201408,391.2287,40.4,118.1257,31.6,19.3841,115.9,青海省
201409,410.266,41.2,135.731,33.7,20.3623,107.5,青海省
201410,417.6165,42.0,136.9498,30.3,29.7142,78.7,青海省
201411,431.4354,39.0,148.73,20.9,51.5093,8.3,青海省
201412,434.7763,39.5,149.3862,21.1,66.1712,25.4,青海省
201501,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201502,334.6815,35.3,0.0,0.0,0.0,0.0,青海省
201503,346.6158,11.3,19.3164,-69.4,2.1106,189.4,青海省
201504,362.5771,11.4,30.192,-58.6,5.7228,18.7,青海省
201505,371.9622,11.9,41.5636,-47.4,6.7321,-10.0,青海省
201506,398.5175,11.9,65.599,-23.1,17.6445,4.6,青海省
201507,405.9949,7.6,72.0703,-31.5,20.3387,4.9,青海省
201508,424.08,8.4,90.1554,-23.7,21.4551,10.7,青海省
201509,449.0333,9.4,111.3852,-17.9,27.5231,35.2,青海省
201510,460.105,10.2,125.4276,-8.4,34.9101,17.5,青海省
201511,472.3379,9.5,130.3339,-12.4,58.1457,12.9,青海省
201512,472.6501,8.7,130.3339,-12.8,70.0961,5.9,青海省
201601,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201602,371.7958,11.1,0.0,0.0,3.7885,0.0,青海省
201603,394.0837,13.7,22.3116,15.5,19.4984,0.0,青海省
201604,413.9711,14.2,42.199,39.8,22.4715,292.7,青海省
201605,451.1139,21.3,78.2756,88.3,25.1431,273.5,青海省
201606,468.1058,17.5,95.1813,45.1,26.6441,51.0,青海省
201607,510.0127,25.6,135.9939,88.7,27.2121,33.8,青海省
201608,526.0041,24.0,151.9853,68.6,28.139,31.2,青海省
201609,540.0902,20.3,165.3539,48.5,34.59,25.7,青海省
201610,552.9706,20.2,178.2343,42.1,43.7511,25.3,青海省
201611,563.6316,19.3,189.0152,45.0,58.9925,1.5,青海省
201612,565.6278,19.7,191.0114,46.6,65.9408,-5.9,青海省
201701,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201702,471.0167,26.7,0.0,0.0,0.0,0.0,青海省
201703,500.7834,27.1,29.7667,33.4,7.7568,-60.2,青海省
201704,507.9496,22.7,35.3258,-16.3,9.9509,-55.7,青海省
201705,538.0468,19.3,65.423,-16.4,9.9509,-60.4,青海省
201706,570.067,21.8,97.4432,2.4,11.1767,-58.1,青海省
201707,592.5691,16.2,119.9453,-11.8,11.3953,-58.1,青海省
201708,617.9336,17.5,145.3098,-4.4,10.9626,-61.0,青海省
201709,621.6206,15.1,148.9968,-9.9,16.1994,-53.2,青海省
201710,631.9725,14.3,159.3487,-10.6,22.1888,-49.3,青海省
201711,634.2804,12.5,162.1109,-14.2,27.5845,-53.2,青海省
201712,640.1826,13.2,174.2364,-8.8,87.7776,33.1,青海省
201801,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201802,466.3611,-1.0,0.0528,0.0,0.0,0.0,青海省
201803,454.9248,-9.2,3.8126,-87.2,0.0,0.0,青海省
201804,462.7007,-8.9,23.0978,-34.6,4.6454,-53.3,青海省
201805,477.5881,-11.2,38.0446,-41.8,8.4544,-15.0,青海省
201806,494.1826,-13.3,54.5015,-44.1,8.4544,-24.4,青海省
201807,503.0771,-15.1,62.9392,-47.5,11.4444,0.4,青海省
201808,512.6513,-17.0,72.5192,-50.1,12.111,10.5,青海省
201809,516.8084,-16.9,76.334,-48.8,14.433,-10.9,青海省
201810,520.2581,-17.7,79.7837,-49.9,15.1851,-31.6,青海省
201811,532.2503,-16.1,91.7759,-43.4,18.6405,-32.4,青海省
201812,524.5474,-18.1,91.9558,-47.2,87.6387,-0.2,青海省
200801,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
200802,8.07,0.0,1.83,0.0,0.0,0.0,宁夏回族自治区
200803,56.84,41.2,8.41,-11.6,0.8,-46.9,宁夏回族自治区
200804,134.65,39.2,20.39,-25.3,5.49,237.3,宁夏回族自治区
200805,160.32,23.6,39.4,14.1,5.54,56.0,宁夏回族自治区
200806,180.8,14.8,52.13,-4.7,8.12,-6.2,宁夏回族自治区
200807,200.82,8.7,56.22,-27.8,13.61,-1.1,宁夏回族自治区
200808,226.63,12.5,65.14,-27.4,21.43,-13.9,宁夏回族自治区
200809,233.19,13.4,70.62,-25.3,24.29,-10.2,宁夏回族自治区
200810,247.37,16.2,79.98,-21.2,26.75,-20.7,宁夏回族自治区
200811,258.41,14.8,90.44,-20.4,42.66,-7.9,宁夏回族自治区
200812,275.47,13.1,95.65,-20.8,95.7,32.3,宁夏回族自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
200902,10.21,26.6,4.74,158.9,0.0,0.0,宁夏回族自治区
200903,97.56,71.6,16.79,99.7,3.81,378.5,宁夏回族自治区
200904,134.27,-0.3,30.64,50.3,10.09,83.8,宁夏回族自治区
200905,167.44,4.4,48.38,22.8,15.69,183.2,宁夏回族自治区
200906,193.42,7.0,59.31,13.8,18.96,133.5,宁夏回族自治区
200907,201.81,0.5,67.59,20.2,20.11,47.7,宁夏回族自治区
200908,220.95,-2.5,80.09,22.9,22.2,3.6,宁夏回族自治区
200909,229.41,-1.6,87.23,23.5,27.82,14.5,宁夏回族自治区
200910,235.95,-4.6,93.77,17.2,29.54,10.4,宁夏回族自治区
200911,248.61,-3.8,121.76,34.6,46.44,8.9,宁夏回族自治区
200912,258.78,-4.4,129.55,39.0,102.68,2.6,宁夏回族自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201002,94.31,49.2,0.38,-92.0,1.27,0.0,宁夏回族自治区
201003,112.5,15.3,26.66,58.7,3.41,-10.6,宁夏回族自治区
201004,172.58,28.5,57.28,86.9,11.6,15.0,宁夏回族自治区
201005,194.96,16.4,77.35,59.9,13.59,-13.4,宁夏回族自治区
201006,234.56,21.3,110.88,87.0,16.79,-11.4,宁夏回族自治区
201007,269.02,33.3,137.65,103.6,27.54,37.0,宁夏回族自治区
201008,298.31,35.0,166.94,108.5,30.37,36.8,宁夏回族自治区
201009,314.35,37.0,176.94,102.8,38.03,36.7,宁夏回族自治区
201010,321.6272,36.3,184.2137,96.5,56.9983,93.0,宁夏回族自治区
201011,337.3874,35.7,197.847,62.5,73.5979,58.5,宁夏回族自治区
201012,360.9924,39.5,214.5499,65.6,122.5035,19.3,宁夏回族自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201102,240.3051,154.8,0.8602,127.6,0.8783,-31.1,宁夏回族自治区
201103,262.4444,133.3,20.6173,-22.7,2.0954,-38.5,宁夏回族自治区
201104,283.8838,64.5,39.7927,-30.5,2.392,-79.4,宁夏回族自治区
201105,351.5909,80.3,108.0138,39.6,18.3892,35.3,宁夏回族自治区
201106,375.1181,59.9,130.0867,17.3,21.6336,28.8,宁夏回族自治区
201107,385.6364,43.4,140.605,2.1,23.8147,-13.5,宁夏回族自治区
201108,432.4086,45.0,173.616,4.0,31.1115,2.4,宁夏回族自治区
201109,448.3976,42.6,189.605,7.2,39.7146,4.4,宁夏回族自治区
201110,490.3207,52.5,232.2885,26.1,47.6927,-16.3,宁夏回族自治区
201111,504.3475,49.5,246.3153,24.5,54.7704,-25.6,宁夏回族自治区
201112,507.7564,40.7,250.0138,16.5,113.7679,-7.1,宁夏回族自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201202,382.7848,59.3,1.0065,17.0,3.6008,310.0,宁夏回族自治区
201203,416.9722,58.9,40.04,94.2,9.9761,376.1,宁夏回族自治区
201204,460.6538,62.3,77.7147,95.3,12.8341,436.5,宁夏回族自治区
201205,519.1233,47.6,135.4978,25.4,27.0312,47.0,宁夏回族自治区
201206,556.9186,48.5,172.9352,32.9,29.6103,36.9,宁夏回族自治区
201207,579.8486,50.4,191.153,36.0,31.4068,31.9,宁夏回族自治区
201208,611.3757,41.4,228.7533,31.8,44.6802,43.6,宁夏回族自治区
201209,684.5312,52.7,291.4492,53.7,51.744,30.3,宁夏回族自治区
201210,765.6897,56.2,374.6313,61.3,65.7094,37.8,宁夏回族自治区
201211,803.9424,59.4,406.364,65.0,88.8469,62.2,宁夏回族自治区
201212,818.6705,60.6,421.0154,67.6,131.0419,13.7,宁夏回族自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201302,667.929,74.5,20.2252,0.0,8.2456,129.0,宁夏回族自治区
201303,709.195,70.1,50.26,25.5,12.6213,26.5,宁夏回族自治区
201304,741.3219,60.9,78.5978,1.1,17.6849,37.8,宁夏回族自治区
201305,817.9503,57.6,137.157,1.2,21.8568,-19.1,宁夏回族自治区
201306,919.8204,65.2,236.4314,36.7,30.1349,1.8,宁夏回族自治区
201307,988.3067,70.4,284.774,49.0,43.2145,37.6,宁夏回族自治区
201308,995.9094,62.9,294.657,28.8,48.7411,9.1,宁夏回族自治区
201309,1034.8329,51.2,331.8316,13.9,51.1515,-1.1,宁夏回族自治区
201310,1048.0669,36.9,346.8944,-7.4,55.7516,-15.2,宁夏回族自治区
201311,1111.2946,38.2,397.094,-2.3,80.3554,-9.6,宁夏回族自治区
201312,1141.5852,39.4,424.4425,0.8,133.6863,2.0,宁夏回族自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201402,982.1322,47.0,1.2957,-93.6,14.6728,77.9,宁夏回族自治区
201403,996.0219,40.4,42.3788,-15.7,40.746,222.8,宁夏回族自治区
201404,1025.9165,38.4,57.6735,-26.6,47.2985,167.5,宁夏回族自治区
201405,1047.7363,28.1,75.9911,-44.6,55.0055,151.7,宁夏回族自治区
201406,1114.277,21.1,126.1561,-46.6,73.7698,144.8,宁夏回族自治区
201407,1175.4253,18.9,175.9489,-38.2,87.5303,102.5,宁夏回族自治区
201408,1203.5171,20.8,198.7437,-32.6,94.7745,94.4,宁夏回族自治区
201409,1233.717,19.2,229.178,-30.9,108.1208,111.4,宁夏回族自治区
201410,1295.648,23.6,279.4612,-19.4,140.9275,152.8,宁夏回族自治区
201411,1311.7181,18.0,294.7467,-25.8,168.5564,109.8,宁夏回族自治区
201412,1344.3571,17.8,315.7719,-25.6,214.5566,60.5,宁夏回族自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
